OBJECTID,Team_ID,Season,Parent_League,Parent_Team,League,Team,Team_1,Classification,Location_ID,City,State,Country,Lat,Long
11615,2016_NewYork-Pennsylvania_HudsonValley,2016,American,TB,New York-Pennsylvania,Hudson Valley,Hudson Valley,A-,WappingersFalls_NY_US,Wappingers Falls,NY,US,41.596564,-73.91121
11616,2016_NewYork-Pennsylvania_Lowell,2016,American,BOS,New York-Pennsylvania,Lowell,Lowell,A-,Lowell_MA_US,Lowell,MA,US,42.633425,-71.316172
11617,2016_NewYork-Pennsylvania_MahoningValley,2016,American,CLE,New York-Pennsylvania,Mahoning Valley,Mahoning Valley,A-,Niles_OH_US,Niles,OH,US,41.182835,-80.765358
11618,2016_NewYork-Pennsylvania_StateCollege,2016,National,STL,New York-Pennsylvania,State College,State College,A-,StateCollege_PA_US,State College,PA,US,40.794026,-77.860697
11619,2016_NewYork-Pennsylvania_StatenIsland,2016,American,NYY,New York-Pennsylvania,Staten Island,Staten Island,A-,StatenIsland_NY_US,Staten Island,NY,US,40.583456,-74.149605
11620,2016_NewYork-Pennsylvania_Tri-City,2016,American,HOU,New York-Pennsylvania,Tri-City,Tri-City,A-,Troy_NY_US,Troy,NY,US,42.728412,-73.691785
11621,2016_NewYork-Pennsylvania_Vermont,2016,American,OAK,New York-Pennsylvania,Vermont,Vermont,A-,Burlington_VT_US,Burlington,VT,US,44.472399,-73.211494
11622,2016_NewYork-Pennsylvania_WestVirginia,2016,National,PIT,New York-Pennsylvania,West Virginia,West Virginia,A-,Charleston_WV_US,Charleston,WV,US,38.350599,-81.633281
11623,2016_NewYork-Pennsylvania_Williamsport,2016,National,PHI,New York-Pennsylvania,Williamsport,Williamsport,A-,Williamsport_PA_US,Williamsport,PA,US,41.249329,-77.002767
11624,2016_Northwest_Boise,2016,National,COL,Northwest,Boise,Boise,A-,Boise_ID_US,Boise,ID,US,43.61656,-116.200835
11625,2016_Northwest_Eugene,2016,National,CHC,Northwest,Eugene,Eugene,A-,Eugene_OR_US,Eugene,OR,US,44.101181,-123.152384
11626,2016_Northwest_Everett,2016,American,SEA,Northwest,Everett,Everett,A-,Everett_WA_US,Everett,WA,US,47.967306,-122.2014
11627,2016_Northwest_Hillsboro,2016,National,ARI,Northwest,Hillsboro,Hillsboro,A-,Hillsboro_OR_US,Hillsboro,OR,US,45.522894,-122.989827
11628,2016_Northwest_Salem-Keizer,2016,National,SF,Northwest,Salem-Keizer,Salem-Keizer,A-,Keizer_OR_US,Keizer,OR,US,44.995808,-123.019717
11629,2016_Northwest_Spokane,2016,American,TEX,Northwest,Spokane,Spokane,A-,Spokane_WA_US,Spokane,WA,US,47.65886,-117.424713
11630,2016_Northwest_Tri-City,2016,National,SD,Northwest,Tri-City,Tri-City,A-,Troy_NY_US,Troy,NY,US,42.728412,-73.691785
11631,2016_Northwest_Vancouver,2016,American,TOR,Northwest,Vancouver,Vancouver,A-,Vancouver_BC_CA,Vancouver,BC,CA,49.260894,-123.113938
11632,2016_PacificCoast_Albuquerque,2016,National,COL,Pacific Coast,Albuquerque,Albuquerque,AAA,Albuquerque_NM_US,Albuquerque,NM,US,35.084103,-106.650985
11633,2016_PacificCoast_ColoradoSprings,2016,National,MIL,Pacific Coast,Colorado Springs,Colorado Springs,AAA,ColoradoSprings_CO_US,Colorado Springs,CO,US,38.833958,-104.825348
11634,2016_PacificCoast_ElPaso,2016,National,SD,Pacific Coast,El Paso,El Paso,AAA,ElPaso_TX_US,El Paso,TX,US,31.760037,-106.487287
11635,2016_PacificCoast_Fresno,2016,American,HOU,Pacific Coast,Fresno,Fresno,AAA,Fresno_CA_US,Fresno,CA,US,36.72953,-119.708861
11636,2016_PacificCoast_Iowa,2016,National,CHC,Pacific Coast,Iowa,Iowa,AAA,DesMoines_IA_US,Des Moines,IA,US,41.591064,-93.603715
11637,2016_PacificCoast_LasVegas,2016,National,NYM,Pacific Coast,Las Vegas,Las Vegas,AAA,LasVegas_NV_US,Las Vegas,NV,US,36.166286,-115.149225
11638,2016_PacificCoast_Memphis,2016,National,STL,Pacific Coast,Memphis,Memphis,AAA,Memphis_TN_US,Memphis,TN,US,35.149022,-90.051628
11639,2016_PacificCoast_Nashville,2016,American,OAK,Pacific Coast,Nashville,Nashville,AAA,Nashville_TN_US,Nashville,TN,US,36.16223,-86.774353
11640,2016_PacificCoast_NewOrleans,2016,National,MIA,Pacific Coast,New Orleans,New Orleans,AAA,NewOrleans_LA_US,New Orleans,LA,US,29.949932,-90.070116
11641,2016_PacificCoast_OklahomaCity,2016,National,LAD,Pacific Coast,Oklahoma City,Oklahoma City,AAA,OklahomaCity_OK_US,Oklahoma City,OK,US,35.472989,-97.517054
11642,2016_PacificCoast_Omaha,2016,American,KC,Pacific Coast,Omaha,Omaha,AAA,Omaha_NE_US,Omaha,NE,US,41.258732,-95.937873
11643,2016_PacificCoast_Reno,2016,National,ARI,Pacific Coast,Reno,Reno,AAA,Reno_NV_US,Reno,NV,US,39.52927,-119.813674
11644,2016_PacificCoast_RoundRock,2016,American,TEX,Pacific Coast,Round Rock,Round Rock,AAA,RoundRock_TX_US,Round Rock,TX,US,30.508235,-97.678893
11645,2016_PacificCoast_Sacramento,2016,National,SF,Pacific Coast,Sacramento,Sacramento,AAA,Sacramento_CA_US,Sacramento,CA,US,38.581572,-121.4944
11646,2016_PacificCoast_SaltLake,2016,American,LAA,Pacific Coast,Salt Lake,Salt Lake,AAA,SaltLakeCity_UT_US,Salt Lake City,UT,US,40.767013,-111.890431
11647,2016_PacificCoast_Tacoma,2016,American,SEA,Pacific Coast,Tacoma,Tacoma,AAA,Tacoma_WA_US,Tacoma,WA,US,47.24958,-122.439875
11648,2016_Pioneer_Billings,2016,National,CIN,Pioneer,Billings,Billings,Rk,Billings_MT_US,Billings,MT,US,45.787496,-108.49607
11649,2016_Pioneer_GrandJunction,2016,National,COL,Pioneer,Grand Junction,Grand Junction,Rk,GrandJunction_CO_US,Grand Junction,CO,US,39.063956,-108.550732
11650,2016_Pioneer_GreatFalls,2016,American,CWS,Pioneer,Great Falls,Great Falls,Rk,GreatFalls_MT_US,Great Falls,MT,US,47.504885,-111.291891
11651,2016_Pioneer_Helena,2016,National,MIL,Pioneer,Helena,Helena,Rk,Helena_MT_US,Helena,MT,US,46.592712,-112.036109
11652,2016_Pioneer_IdahoFalls,2016,American,KC,Pioneer,Idaho Falls,Idaho Falls,Rk,IdahoFalls_ID_US,Idaho Falls,ID,US,43.493079,-112.044349
11653,2016_Pioneer_Missoula,2016,National,ARI,Pioneer,Missoula,Missoula,Rk,Missoula_MT_US,Missoula,MT,US,46.87008,-113.99528
11654,2016_Pioneer_Ogden,2016,National,LAD,Pioneer,Ogden,Ogden,Rk,Ogden_UT_US,Ogden,UT,US,41.223005,-111.973843
11655,2016_Pioneer_Orem,2016,American,LAA,Pioneer,Orem,Orem,Rk,Orem_UT_US,Orem,UT,US,40.297519,-111.694468
11656,2016_SouthAtlantic_Asheville,2016,National,COL,South Atlantic,Asheville,Asheville,A,Asheville_NC_US,Asheville,NC,US,35.60095,-82.554016
11657,2016_SouthAtlantic_Augusta,2016,National,SF,South Atlantic,Augusta,Augusta,A,Augusta_GA_US,Augusta,GA,US,33.470971,-81.974843
11658,2016_SouthAtlantic_Charleston,2016,American,NYY,South Atlantic,Charleston,Charleston,A,Charleston_SC_US,Charleston,SC,US,32.787601,-79.940273
11659,2016_SouthAtlantic_Columbia,2016,National,NYM,South Atlantic,Columbia,Columbia,A,Columbia_SC_US,Columbia,SC,US,34.000749,-81.034331
11660,2016_SouthAtlantic_Delmarva,2016,American,BAL,South Atlantic,Delmarva,Delmarva,A,Salisbury_MD_US,Salisbury,MD,US,38.366211,-75.600888
11661,2016_SouthAtlantic_Greensboro,2016,National,MIA,South Atlantic,Greensboro,Greensboro,A,Greensboro_NC_US,Greensboro,NC,US,36.072636,-79.791975
11662,2016_SouthAtlantic_Greenville,2016,American,BOS,South Atlantic,Greenville,Greenville,A,Greenville_SC_US,Greenville,SC,US,34.851354,-82.398488
11663,2016_SouthAtlantic_Hagerstown,2016,National,WSH,South Atlantic,Hagerstown,Hagerstown,A,Hagerstown_MD_US,Hagerstown,MD,US,39.641922,-77.720264
11664,2016_SouthAtlantic_Hickory,2016,American,TEX,South Atlantic,Hickory,Hickory,A,Hickory_NC_US,Hickory,NC,US,35.73319,-81.341201
11665,2016_SouthAtlantic_Kannapolis,2016,American,CWS,South Atlantic,Kannapolis,Kannapolis,A,Kannapolis_NC_US,Kannapolis,NC,US,35.487361,-80.621734
11666,2016_SouthAtlantic_Lakewood,2016,National,PHI,South Atlantic,Lakewood,Lakewood,A,Lakewood_NJ_US,Lakewood,NJ,US,40.097893,-74.217643
11667,2016_SouthAtlantic_Lexington,2016,American,KC,South Atlantic,Lexington,Lexington,A,Lexington_KY_US,Lexington,KY,US,38.046407,-84.497039
11668,2016_SouthAtlantic_Rome,2016,National,ATL,South Atlantic,Rome,Rome,A,Rome_GA_US,Rome,GA,US,34.257038,-85.164673
11669,2016_SouthAtlantic_WestVirginia,2016,National,PIT,South Atlantic,West Virginia,West Virginia,A,Charleston_WV_US,Charleston,WV,US,38.350599,-81.633281
11670,2016_Southern_Biloxi,2016,National,MIL,Southern,Biloxi,Biloxi,AA,Biloxi_MS_US,Biloxi,MS,US,30.374673,-88.845943
11671,2016_Southern_Birmingham,2016,American,CWS,Southern,Birmingham,Birmingham,AA,Birmingham_AL_US,Birmingham,AL,US,33.520682,-86.802433
11672,2016_Southern_Chattanooga,2016,American,MIN,Southern,Chattanooga,Chattanooga,AA,Chattanooga_TN_US,Chattanooga,TN,US,35.04563,-85.30968
11673,2016_Southern_Jackson,2016,American,SEA,Southern,Jackson,Jackson,AA,Jackson_MS_US,Jackson,MS,US,32.299038,-90.184769
11674,2016_Southern_Jacksonville,2016,National,MIA,Southern,Jacksonville,Jacksonville,AA,Jacksonville_FL_US,Jacksonville,FL,US,30.332184,-81.655651
11675,2016_Southern_Mississippi,2016,National,ATL,Southern,Mississippi,Mississippi,AA,Jackson_MS_US,Jackson,MS,US,32.299038,-90.184769
11676,2016_Southern_Mobile,2016,National,ARI,Southern,Mobile,Mobile,AA,Mobile_AL_US,Mobile,AL,US,30.694357,-88.043054
11677,2016_Southern_Montgomery,2016,American,TB,Southern,Montgomery,Montgomery,AA,Montgomery_AL_US,Montgomery,AL,US,32.366966,-86.300648
11678,2016_Southern_Pensacola,2016,National,CIN,Southern,Pensacola,Pensacola,AA,Pensacola_FL_US,Pensacola,FL,US,30.421309,-87.216915
11679,2016_Southern_Tennessee,2016,National,CHC,Southern,Tennessee,Tennessee,AA,Knoxville_TN_US,Knoxville,TN,US,35.960395,-83.921026
11680,2016_Texas_Arkansas,2016,American,LAA,Texas,Arkansas,Arkansas,AA,LittleRock_AR_US,Little Rock,AR,US,34.746481,-92.289595
11681,2016_Texas_CorpusChristi,2016,American,HOU,Texas,Corpus Christi,Corpus Christi,AA,CorpusChristi_TX_US,Corpus Christi,TX,US,27.800254,-97.395574
11682,2016_Texas_Frisco,2016,American,TEX,Texas,Frisco,Frisco,AA,Frisco_TX_US,Frisco,TX,US,33.150674,-96.823612
11683,2016_Texas_Midland,2016,American,OAK,Texas,Midland,Midland,AA,Midland_TX_US,Midland,TX,US,31.997366,-102.077948
11684,2016_Texas_NorthwestArkansas,2016,American,KC,Texas,Northwest Arkansas,Northwest Arkansas,AA,Springdale_AR_US,Springdale,AR,US,36.186744,-94.128814
11685,2016_Texas_SanAntonio,2016,National,SD,Texas,San Antonio,San Antonio,AA,SanAntonio_TX_US,San Antonio,TX,US,29.4246,-98.49514
11686,2016_Texas_Springfield,2016,National,STL,Texas,Springfield,Springfield,AA,Springfield_MO_US,Springfield,MO,US,37.215331,-93.298252
11687,2016_Texas_Tulsa,2016,National,LAD,Texas,Tulsa,Tulsa,AA,Tulsa_OK_US,Tulsa,OK,US,36.155681,-95.992911
